# Date:     2022-12-06 07:16:37
# Database: ocvs
# Target:   smc_cepheids
# Query:    TRUE 
# Objects:  4951
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-SMC-CEP-3867	123	16.676160	-73.416917	18.580	19.089	0.509	0.2688496	0.0000005	6000.21856	0.289	0.208	4.335	0.000	-99.99	-99.99	SMC111.2.352	SMC726.10.1447	-99.99	
OGLE-SMC-CEP-3868	1	16.684755	-71.703444	15.417	15.964	0.547	2.3168218	0.0000062	6001.48712	0.213	0.078	4.248	0.011	-99.99	-99.99	SMC114.2.10168	SMC725.21.9302	-99.99	
OGLE-SMC-CEP-3869	F	16.688160	-73.068694	16.233	16.911	0.678	2.5909238	0.0000040	6000.78982	0.653	0.538	4.409	0.340	2.690	SMC_SC11_1668	SMC111.4.9903	SMC726.19.165	HV11486	
OGLE-SMC-CEP-3870	F	16.690125	-73.350972	16.796	17.452	0.656	1.6705962	0.0000018	6001.39067	0.568	0.483	4.229	0.344	2.327	-99.99	SMC111.2.7458	SMC726.10.348	-99.99	
OGLE-SMC-CEP-3871	F	16.690335	-73.273167	13.525	14.256	0.731	15.9576089	0.0001069	6013.33849	0.621	0.342	5.095	0.221	3.409	-99.99	SMC111.3.3	SMC726.10.13599	HV854	
OGLE-SMC-CEP-3872	F	16.693920	-72.288083	15.638	16.236	0.598	2.9825142	0.0000030	6001.74352	0.757	0.534	4.397	0.337	2.579	SMC_SC11_28080	SMC113.2.4455	SMC725.04.16326	HV2027	
OGLE-SMC-CEP-3873	F	16.695840	-73.488778	16.685	17.198	0.513	1.3649704	0.0000011	6001.27125	0.780	0.483	4.098	0.335	2.013	-99.99	SMC111.1.6685	SMC726.02.9189	HV2006	
OGLE-SMC-CEP-3874	F	16.697130	-71.615611	16.886	17.299	0.413	1.1231488	0.0000009	6000.98746	0.593	0.450	3.964	0.298	1.754	-99.99	SMC114.2.10371	SMC725.21.9577	HV2039	
OGLE-SMC-CEP-3875	F	16.699875	-73.207583	16.788	17.339	0.551	1.4350759	0.0000011	6001.33492	0.579	0.496	4.174	0.337	2.099	-99.99	SMC111.3.9803	SMC726.10.14022	HV2011	
OGLE-SMC-CEP-3876	F	16.700835	-73.429139	16.981	17.620	0.639	1.4426528	0.0000012	6000.58686	0.713	0.495	4.164	0.351	2.122	-99.99	SMC111.2.50	SMC726.10.204	-99.99	
OGLE-SMC-CEP-3877	F	16.704165	-71.489667	16.684	17.289	0.605	1.5575456	0.0000012	6000.69368	0.558	0.480	4.209	0.329	2.218	-99.99	SMC114.3.7729	SMC725.29.173	-99.99	
OGLE-SMC-CEP-3878	F	16.705785	-73.460750	16.598	17.341	0.743	1.9774512	0.0000515	6000.99043	0.728	0.496	4.519	0.480	2.698	-99.99	SMC111.2.52	SMC726.02.9033	HV2009	
OGLE-SMC-CEP-3879	F	16.706910	-72.491778	15.262	15.893	0.631	4.3426911	0.0000068	6001.26754	0.611	0.492	4.587	0.275	2.977	SMC_SC11_19632	SMC110.4.15980	SMC725.04.69	HV2026	
OGLE-SMC-CEP-3880	F	16.707840	-72.498417	16.172	16.830	0.658	2.0554832	0.0000020	6000.12000	0.516	0.508	4.386	0.317	2.694	SMC_SC11_19667	SMC110.4.16007	SMC725.04.184	-99.99	
OGLE-SMC-CEP-3881	F	16.714665	-73.312528	16.556	17.112	0.556	1.4437505	0.0000009	6000.29533	0.750	0.488	4.122	0.337	2.056	-99.99	SMC111.3.93	SMC726.10.417	HV2012	
OGLE-SMC-CEP-3882	1	16.716210	-73.878361	16.150	16.610	0.460	1.0769555	0.0000016	6000.35253	0.271	0.235	4.227	0.067	2.096	-99.99	SMC112.3.63	SMC733.16.6319	-99.99	
OGLE-SMC-CEP-3883	1	16.717830	-73.411278	15.997	16.615	0.618	1.6259910	0.0000137	6000.87766	0.079	0.044	4.685	0.000	-99.99	-99.99	SMC111.2.7423	SMC726.10.104	-99.99	
OGLE-SMC-CEP-3884	F	16.721535	-72.584639	15.568	16.245	0.677	3.0993699	0.0000029	6002.86438	0.609	0.520	4.531	0.320	2.831	SMC_SC11_17551	SMC110.4.3573	SMC726.27.20526	HV11204	
OGLE-SMC-CEP-3885	F	16.722255	-71.618222	15.673	16.411	0.738	3.3730962	0.0000155	6000.17830	0.171	0.260	4.659	0.055	3.360	-99.99	SMC114.2.10176	SMC725.21.9442	-99.99	
OGLE-SMC-CEP-3886	1	16.729170	-71.977972	15.878	16.512	0.634	2.0189825	0.0000088	6001.55623	0.153	0.095	5.423	0.000	-99.99	-99.99	SMC113.4.3848	SMC725.12.12449	-99.99	secondary period 1.642225 d
OGLE-SMC-CEP-3887	F	16.734750	-72.301361	14.803	15.450	0.647	5.2483674	0.0000072	6002.58251	0.626	0.479	4.657	0.244	3.077	SMC_SC11_28075	SMC113.2.4460	SMC725.04.16323	HV2031	
OGLE-SMC-CEP-3888	F	16.735665	-74.125667	16.712	17.131	0.419	1.1825499	0.0000010	6000.45078	0.541	0.469	4.074	0.302	1.887	-99.99	SMC112.1.89	SMC727.17.3307	-99.99	
OGLE-SMC-CEP-3889	F	16.744665	-73.857000	17.040	17.636	0.596	1.1891722	0.0000008	6000.07340	0.631	0.477	4.071	0.301	1.916	-99.99	SMC112.3.159	SMC733.16.6396	-99.99	
OGLE-SMC-CEP-3890	F	16.745790	-73.036306	15.441	16.200	0.759	4.7425533	0.0000128	6003.81045	0.488	0.472	4.802	0.228	3.335	SMC_SC11_33815	SMC110.1.2967	SMC726.19.66	HV2018	
OGLE-SMC-CEP-3891	F	16.746465	-71.685167	15.761	16.480	0.719	3.1614841	0.0000092	6001.92493	0.244	0.351	4.646	0.127	3.009	-99.99	SMC114.2.10180	SMC725.21.9390	-99.99	
OGLE-SMC-CEP-3892	F	16.747380	-72.232972	16.190	16.760	0.570	1.9794154	0.0000017	6000.69689	0.669	0.505	4.187	0.368	2.259	SMC_SC11_30145	SMC113.2.20698	SMC725.04.16546	HV2035	
OGLE-SMC-CEP-3893	1	16.748790	-71.810528	16.848	17.218	0.370	0.8638226	0.0000014	6000.57556	0.390	0.340	4.189	0.088	2.114	-99.99	SMC114.1.12548	SMC725.21.292	-99.99	
OGLE-SMC-CEP-3894	F	16.750335	-73.638417	16.510	17.064	0.554	1.4018110	0.0000010	6001.03937	0.761	0.502	4.072	0.338	1.993	-99.99	SMC112.4.160	SMC726.02.270	-99.99	
OGLE-SMC-CEP-3895	F	16.751580	-71.573028	15.724	16.437	0.713	2.8472076	0.0000023	6001.08647	0.638	0.529	4.455	0.334	2.727	-99.99	SMC114.2.10183	SMC725.29.58	HV2045	
OGLE-SMC-CEP-3896	F	16.751910	-72.064750	16.584	17.096	0.512	1.3452567	0.0000007	6001.28928	0.736	0.474	4.047	0.300	1.906	-99.99	SMC113.3.21608	SMC725.12.224	-99.99	
OGLE-SMC-CEP-3897	F	16.753830	-74.102000	17.055	17.578	0.523	1.1428912	0.0000008	6000.19005	0.694	0.458	4.059	0.308	1.858	-99.99	SMC112.1.94	SMC727.17.3326	-99.99	
OGLE-SMC-CEP-3898	1	16.756335	-72.278528	16.276	16.655	0.379	1.0579564	0.0000018	6000.01842	0.185	0.187	4.221	0.036	2.417	SMC_SC11_59603	SMC113.2.8950	SMC725.04.16487	-99.99	
OGLE-SMC-CEP-3899	1	16.759920	-72.855472	17.116	17.756	0.640	0.8492209	0.0000016	6000.33261	0.210	0.219	3.983	0.066	2.040	SMC_SC11_38540	SMC110.2.3728	SMC726.19.17833	-99.99	
OGLE-SMC-CEP-3900	F	16.760250	-71.890833	15.558	16.253	0.695	3.3993577	0.0000075	6002.18701	0.401	0.456	4.629	0.234	3.048	-99.99	SMC113.4.17185	SMC725.21.22	HV11206	
OGLE-SMC-CEP-3901	1	16.763415	-72.484444	16.873	17.365	0.492	0.7953251	0.0000007	6000.04443	0.421	0.328	4.019	0.109	1.815	SMC_SC11_51045	SMC110.4.16067	SMC725.04.395	-99.99	
OGLE-SMC-CEP-3902	F	16.763790	-72.985222	15.473	16.155	0.682	3.9081829	0.0000052	6002.12425	0.712	0.486	4.490	0.284	2.806	SMC_SC11_35255	SMC110.1.2971	SMC726.19.16941	HV2024	
OGLE-SMC-CEP-3903	1	16.764000	-74.006028	16.529	17.019	0.490	0.9546349	0.0000011	6000.12434	0.410	0.312	4.156	0.101	1.877	-99.99	SMC112.2.131	SMC733.16.122	-99.99	
OGLE-SMC-CEP-3904	1	16.764540	-71.654389	15.581	16.105	0.524	2.0097245	0.0000055	6000.58746	0.195	0.065	4.483	0.000	-99.99	-99.99	SMC114.2.10189	SMC725.21.9314	-99.99	
OGLE-SMC-CEP-3905	1	16.766625	-72.475194	17.042	17.662	0.620	0.8608678	0.0000016	6000.09829	0.225	0.206	4.109	0.067	1.963	SMC_SC11_53281	SMC110.4.16068	SMC725.04.415	-99.99	
OGLE-SMC-CEP-3906	12	16.767285	-72.034278	17.170	17.699	0.529	0.7036017	0.0000012	6000.39359	0.265	0.236	3.738	0.116	1.549	-99.99	SMC113.3.21647	SMC725.12.12531	-99.99	
OGLE-SMC-CEP-3907	F	16.769790	-72.222167	16.431	17.025	0.594	1.3992969	0.0000003	6001.07427	0.690	0.418	4.096	0.231	1.993	SMC_SC11_61530	SMC113.2.24795	SMC725.04.4026D	-99.99	
OGLE-SMC-CEP-3908	1	16.770915	-72.208639	14.861	-99.99	-99.99	2.9368018	0.0000102	6002.01415	0.108	0.000	-99.99	0.052	4.679	SMC_SC11_61513	SMC113.2.24779	SMC725.12.1097D	-99.99	
OGLE-SMC-CEP-3909	F	16.771080	-72.519611	16.732	17.466	0.734	1.8302155	0.0000027	6000.64453	0.508	0.481	4.286	0.335	2.492	SMC_SC11_51011	SMC110.4.3626	SMC725.04.319	-99.99	
OGLE-SMC-CEP-3910	F	16.773090	-71.606750	16.652	17.102	0.450	1.5435216	0.0000021	6000.97456	0.480	0.471	4.195	0.315	2.223	-99.99	SMC114.2.10285	SMC725.21.9584	-99.99	
OGLE-SMC-CEP-3911	F	16.773090	-72.633833	15.532	16.128	0.596	2.9369912	0.0000027	6002.10926	0.778	0.525	4.350	0.319	2.448	SMC_SC11_46557	SMC110.3.15919	SMC726.27.20484	HV2029	
OGLE-SMC-CEP-3912	1	16.779540	-72.622139	16.326	17.103	0.777	1.7065254	0.0000058	6000.14710	0.169	0.173	4.594	0.036	3.662	SMC_SC11_46577	SMC110.3.15970	SMC726.27.20625	-99.99	
OGLE-SMC-CEP-3913	1	16.781160	-72.816222	15.358	-99.99	-99.99	3.0530175	0.0000037	6002.86028	0.239	0.109	3.409	0.032	6.117	SMC_SC11_40344	SMC110.2.18614	SMC726.27.1183D	-99.99	
OGLE-SMC-CEP-3914	F	16.782210	-71.806917	16.633	17.215	0.582	1.6052339	0.0000023	6000.69139	0.576	0.495	4.228	0.352	2.278	-99.99	SMC114.1.12413	SMC725.21.295	-99.99	
OGLE-SMC-CEP-3915	F	16.791495	-71.406833	15.697	16.366	0.669	3.5449309	0.0000059	6001.28295	0.561	0.489	4.759	0.266	3.292	-99.99	SMC114.4.6142	SMC725.29.5878	HV2055	
OGLE-SMC-CEP-3916	1	16.794660	-72.557583	16.580	17.159	0.579	1.1729736	0.0000021	6000.43699	0.246	0.203	4.317	0.052	2.341	SMC_SC11_48851	SMC110.4.3634	SMC726.27.20711	-99.99	
OGLE-SMC-CEP-3917	1	16.796535	-72.999639	16.369	16.890	0.521	1.2916223	0.0000016	6000.20997	0.341	0.269	4.349	0.098	2.328	SMC_SC11_35283	SMC110.1.3007	SMC726.19.237	HV11487	
OGLE-SMC-CEP-3918	1	16.797660	-72.469528	17.511	18.124	0.613	0.6933616	0.0000015	6000.34997	0.227	0.221	3.634	0.118	1.476	SMC_SC11_53384	SMC110.4.16200	SMC725.04.989	-99.99	
OGLE-SMC-CEP-3919	F	16.798455	-74.192361	16.352	16.974	0.622	2.0042649	0.0000020	6000.09582	0.710	0.527	4.274	0.381	2.430	-99.99	SMC112.1.52	SMC727.17.3274	-99.99	
OGLE-SMC-CEP-3920	1	16.801710	-72.596861	15.705	16.251	0.546	1.6488849	0.0000024	6001.18377	0.303	0.206	4.385	0.041	3.125	SMC_SC11_48812	SMC110.3.15925	SMC726.27.20507	-99.99	
OGLE-SMC-CEP-3921	F	16.810035	-71.919667	15.924	16.573	0.649	2.5576908	0.0000028	6000.37127	0.578	0.522	4.363	0.339	2.652	-99.99	SMC113.4.17219	SMC725.12.12486	TX Tuc HV2046	
OGLE-SMC-CEP-3922	F	16.813995	-73.623833	16.243	16.879	0.636	2.0103458	0.0000018	6000.28460	0.643	0.519	4.311	0.366	2.549	-99.99	SMC111.1.1952	SMC726.02.115	-99.99	
OGLE-SMC-CEP-3923	F	16.815045	-73.377389	16.672	17.318	0.646	1.6072698	0.0000020	6000.04659	0.442	0.443	4.262	0.313	2.383	-99.99	SMC111.2.9820	SMC726.10.124	HV2020	
OGLE-SMC-CEP-3924	F	16.815285	-71.714361	15.747	16.449	0.702	3.0932587	0.0000055	6000.79846	0.397	0.453	4.585	0.240	2.965	-99.99	SMC114.2.10198	SMC725.21.9361	-99.99	
OGLE-SMC-CEP-3925	F	16.818465	-72.436833	15.252	15.923	0.671	3.8024810	0.0000038	6001.56472	0.696	0.495	4.537	0.291	2.889	SMC_SC11_53249	SMC113.1.9048	SMC725.04.104	TV Tuc HV11205	
OGLE-SMC-CEP-3926	F	16.821630	-71.950389	16.544	17.198	0.654	1.6062640	0.0000024	6000.71768	0.440	0.428	4.236	0.292	2.231	-99.99	SMC113.4.6791	SMC725.12.12651	-99.99	
OGLE-SMC-CEP-3927	F	16.823160	-73.223944	12.806	13.798	0.992	32.9570408	0.0006734	6025.97971	0.541	0.356	5.377	0.186	4.450	-99.99	SMC111.3.12598	SMC726.10.13610	HV855	
OGLE-SMC-CEP-3928	F	16.825875	-73.375639	16.254	16.844	0.590	1.9328267	0.0000016	6001.81548	0.808	0.511	4.139	0.369	2.203	-99.99	SMC111.2.9796	SMC726.10.126	HV2023	
OGLE-SMC-CEP-3929	F	16.826670	-73.345722	15.594	16.158	0.564	2.5771239	0.0000033	6000.51756	0.807	0.530	4.236	0.313	2.318	-99.99	SMC111.2.9797	SMC726.10.56	HV2025	
OGLE-SMC-CEP-3930	1	16.829460	-73.242500	16.845	17.392	0.547	1.0218637	0.0000019	6000.07288	0.291	0.307	4.503	0.081	2.171	-99.99	SMC111.3.12651	SMC726.10.13942	-99.99	
OGLE-SMC-CEP-3931	F	16.831965	-71.958056	15.748	16.420	0.672	2.8008442	0.0000030	6000.78474	0.548	0.519	4.467	0.313	2.796	-99.99	SMC113.4.6794	SMC725.12.12459	HV2049	
OGLE-SMC-CEP-3932	F	16.832625	-72.595361	15.723	16.483	0.760	3.5158948	0.0000057	6001.22293	0.558	0.506	4.570	0.298	2.957	SMC_SC11_48814	SMC110.3.15930	SMC726.27.20510	-99.99	
OGLE-SMC-CEP-3933	F	16.836870	-73.212028	15.682	16.383	0.701	3.6887652	0.0000052	6002.68830	0.594	0.498	4.608	0.295	3.003	-99.99	SMC111.3.12619	SMC726.10.13665	HV2028	
OGLE-SMC-CEP-3934	F	16.839495	-71.762694	14.485	15.224	0.739	7.1646284	0.0000457	6005.59722	0.313	0.364	5.248	0.092	3.988	-99.99	SMC114.1.12264	SMC725.21.17	HV2054	
OGLE-SMC-CEP-3935	F	16.839915	-72.649667	15.060	15.887	0.827	6.5877147	0.0000334	6003.50091	0.320	0.238	5.077	0.069	3.440	SMC_SC11_46555	SMC110.3.15894	SMC726.27.20475	HV2033	
OGLE-SMC-CEP-3936	F	16.840245	-71.784333	15.714	16.381	0.667	3.2198341	0.0000037	6000.75721	0.525	0.503	4.570	0.296	2.910	-99.99	SMC114.1.12326	SMC725.21.151	HV2053	
OGLE-SMC-CEP-3937	F	16.843620	-74.022944	16.492	17.086	0.594	1.6622775	0.0000030	6001.53076	0.760	0.499	4.154	0.363	2.205	-99.99	SMC112.2.64	SMC733.16.43	HV10368	
OGLE-SMC-CEP-3938	F	16.848495	-72.225667	16.091	16.598	0.507	2.4591208	0.0000021	6000.29123	0.352	0.429	4.536	0.214	2.718	SMC_SC11_61526	SMC113.2.24810	SMC725.04.4020D	-99.99	
OGLE-SMC-CEP-3939	F	16.848705	-73.090333	15.872	16.524	0.652	2.7945255	0.0000030	6002.74322	0.544	0.503	4.549	0.301	2.884	SMC_SC11_32111	SMC111.4.12757	SMC726.19.140	HV2030	
OGLE-SMC-CEP-3940	F	16.850790	-72.494083	14.751	15.395	0.644	5.9112464	0.0000168	6000.09718	0.542	0.420	4.649	0.155	2.837	SMC_SC11_50956	SMC110.4.15994	SMC725.04.66	HV2041	
OGLE-SMC-CEP-3941	F	16.850880	-72.711639	15.775	16.386	0.611	2.6133779	0.0000026	6002.35687	0.709	0.540	4.361	0.350	2.604	SMC_SC11_44539	SMC110.3.3509	SMC726.27.127	HV2038	
OGLE-SMC-CEP-3942	F	16.852785	-71.775750	16.304	16.882	0.578	1.9090002	0.0000015	6000.25972	0.803	0.505	4.199	0.376	2.263	-99.99	SMC114.1.12426	SMC725.21.159	HV2057	
OGLE-SMC-CEP-3943	F	16.853085	-72.522417	14.743	15.463	0.720	6.1115725	0.0000157	6003.24225	0.550	0.461	4.815	0.208	3.283	SMC_SC11_50944	SMC110.4.3558	SMC726.27.20460	TW Tuc HV2040	
OGLE-SMC-CEP-3944	1	16.855620	-72.567306	15.640	16.331	0.691	2.1621252	0.0000090	6001.40984	0.215	0.064	5.205	0.033	4.864	SMC_SC11_48821	SMC110.4.3601	SMC726.27.20533	-99.99	
OGLE-SMC-CEP-3945	F	16.855785	-73.041250	17.461	18.100	0.639	1.2227134	0.0000034	6000.90942	0.289	0.357	4.193	0.213	2.236	SMC_SC11_33889	SMC110.1.3124	SMC726.19.466	-99.99	
OGLE-SMC-CEP-3946	1	16.856880	-73.277167	16.647	17.112	0.465	0.9723262	0.0000012	6000.63933	0.478	0.363	4.163	0.121	2.112	-99.99	SMC111.3.3066	SMC726.10.13857	-99.99	
OGLE-SMC-CEP-3947	F	16.864335	-73.112889	16.147	16.674	0.527	1.9339230	0.0000016	6000.31038	0.858	0.528	4.472	0.360	2.688	SMC_SC11_32136	SMC111.4.2835	SMC726.19.124	-99.99	
OGLE-SMC-CEP-3948	F	16.865535	-73.373056	16.927	17.571	0.644	1.2845348	0.0000013	6001.23531	0.472	0.457	4.161	0.290	2.058	-99.99	SMC111.2.9828	SMC726.10.304	-99.99	
OGLE-SMC-CEP-3949	1	16.865625	-74.038056	16.647	17.201	0.554	0.8700000	0.0000045	6000.78218	0.368	0.330	4.042	0.097	1.990	-99.99	SMC112.2.152	SMC733.16.33	-99.99	
OGLE-SMC-CEP-3950	F	16.868505	-73.170111	15.925	16.610	0.685	2.7288307	0.0000028	6002.41444	0.783	0.544	4.351	0.340	2.550	-99.99	SMC111.4.2802	SMC726.10.13800	-99.99	
OGLE-SMC-CEP-3951	1	16.871370	-71.907194	15.274	15.881	0.607	3.2897782	0.0000403	6001.75414	0.241	0.132	4.266	0.087	1.203	-99.99	SMC113.4.17196	SMC725.12.12380	-99.99	
OGLE-SMC-CEP-3952	F	16.874910	-73.197556	16.734	17.285	0.551	1.2521048	0.0000010	6000.91513	0.746	0.474	4.026	0.308	1.881	-99.99	SMC111.3.12665	SMC726.10.13776	-99.99	
OGLE-SMC-CEP-3953	1	16.874880	-72.639583	16.685	17.241	0.556	1.0535308	0.0000017	6000.07914	0.347	0.271	4.493	0.077	2.309	SMC_SC11_46605	SMC110.3.15996	SMC726.27.20602	-99.99	
OGLE-SMC-CEP-3954	1	16.874880	-72.658528	16.996	17.668	0.672	1.0267324	0.0000026	6000.32641	0.228	0.249	4.121	0.065	2.137	SMC_SC11_46586	SMC110.3.15995	SMC726.27.20780	-99.99	
OGLE-SMC-CEP-3955	1	16.877130	-72.374750	16.318	16.778	0.460	1.0783067	0.0000015	6000.71253	0.377	0.292	4.312	0.091	2.198	SMC_SC11_55618	SMC113.1.26581	SMC725.04.16367	-99.99	
OGLE-SMC-CEP-3956	2	16.877415	-72.644889	16.771	17.253	0.482	0.7030611	0.0000051	6000.41119	0.049	0.000	-99.99	0.000	-99.99	SMC_SC11_46599	SMC110.3.15998	SMC726.27.20807	-99.99	
OGLE-SMC-CEP-3958	F	16.887045	-71.745833	15.726	16.389	0.663	2.8599455	0.0000026	6001.44550	0.597	0.524	4.483	0.322	2.767	-99.99	SMC114.1.12338	SMC725.21.9336	HV2059	
OGLE-SMC-CEP-3959	F	16.891500	-72.722028	13.151	13.822	0.671	24.2288326	0.0008923	6002.65718	0.202	0.367	4.514	0.170	3.204	SMC_SC11_42325	SMC110.3.3457	SMC726.27.1146D	-99.99	
OGLE-SMC-CEP-3960	F	16.891830	-73.120833	17.168	17.818	0.650	1.1753494	0.0000009	6000.43200	0.607	0.465	4.139	0.313	1.963	SMC_SC11_32190	SMC111.4.2944	SMC726.19.290	-99.99	
OGLE-SMC-CEP-3961	F	16.894545	-72.883889	16.965	17.609	0.644	1.2715033	0.0000013	6001.00158	0.467	0.449	4.190	0.286	2.088	SMC_SC11_38517	SMC110.2.3671	SMC726.19.17683	-99.99	
OGLE-SMC-CEP-3962	F	16.894620	-71.910833	15.374	16.041	0.667	3.6850945	0.0000076	6001.78812	0.546	0.493	4.643	0.284	3.097	-99.99	SMC113.4.17200	SMC725.12.12374	HV2058	
OGLE-SMC-CEP-3963	F	16.897410	-72.728944	16.065	16.659	0.594	2.6180896	0.0000025	6000.11815	0.762	0.509	4.283	0.295	2.283	SMC_SC11_42370	SMC110.3.3514	SMC726.27.260	HV2042	
OGLE-SMC-CEP-3964	1	16.900335	-71.412917	16.913	17.370	0.457	0.8285878	0.0000008	6000.00521	0.438	0.338	4.017	0.123	1.936	-99.99	SMC114.3.7872	SMC725.29.5933	-99.99	
OGLE-SMC-CEP-3965	F	16.900545	-72.778611	16.633	17.190	0.557	1.6556898	0.0000010	6001.29121	0.750	0.505	4.141	0.369	2.173	SMC_SC11_40376	SMC110.2.18693	SMC726.27.423	-99.99	
OGLE-SMC-CEP-3966	F	16.900545	-73.692694	17.005	17.643	0.638	1.2214428	0.0000011	6000.76936	0.421	0.423	4.212	0.271	2.101	-99.99	SMC112.4.209	SMC726.02.209	-99.99	
OGLE-SMC-CEP-3967	12	16.905750	-72.764194	17.135	17.695	0.560	0.8071342	0.0000016	6000.08502	0.251	0.288	3.922	0.112	1.976	-99.99	SMC110.2.18832	SMC726.27.473	-99.99	
OGLE-SMC-CEP-3968	F	16.906995	-72.802306	16.421	16.978	0.557	1.9427780	0.0000018	6000.86343	0.798	0.521	4.141	0.343	2.186	SMC_SC11_40366	SMC110.2.18697	SMC726.27.183	HV11488	
OGLE-SMC-CEP-3969	F	16.910580	-72.676556	17.442	18.108	0.666	1.2108719	0.0000032	6000.32241	0.305	0.397	4.111	0.186	2.136	SMC_SC11_44712	SMC110.3.3724	SMC726.27.706	-99.99	
OGLE-SMC-CEP-3970	F	16.915170	-73.567417	17.092	17.641	0.549	1.1188206	0.0000008	6000.43201	0.734	0.458	3.932	0.296	1.731	-99.99	SMC111.1.1961	SMC726.02.9076	-99.99	
OGLE-SMC-CEP-3971	1	16.917375	-72.394111	15.688	16.236	0.548	1.7698520	0.0000033	6001.62264	0.301	0.189	4.498	0.038	3.162	SMC_SC11_55613	SMC113.1.9086	SMC725.04.293	-99.99	
OGLE-SMC-CEP-3972	1	16.918170	-73.274889	15.321	15.907	0.586	2.5014355	0.0000083	6000.30815	0.267	0.091	4.385	0.012	4.569	-99.99	SMC111.3.3014	SMC726.10.13634	HV2036	
OGLE-SMC-CEP-3973	1	16.925745	-71.715639	16.299	16.831	0.532	1.5263478	0.0000035	6001.49657	0.283	0.176	4.623	0.026	1.824	-99.99	SMC114.1.12443	SMC725.21.9359	-99.99	
OGLE-SMC-CEP-3974	F	16.932705	-73.510806	15.639	16.252	0.613	3.1561366	0.0000029	6001.44387	0.755	0.507	4.433	0.324	2.613	-99.99	SMC111.1.8635	SMC726.02.8934	HV2034	
OGLE-SMC-CEP-3975	F	16.933455	-72.322806	15.982	16.489	0.507	2.3089172	0.0000020	6000.47213	0.734	0.494	4.187	0.288	2.147	SMC_SC11_57833	SMC113.1.26596	SMC725.04.16443	TU Tuc HV2056	
OGLE-SMC-CEP-3976	F	16.934505	-71.790667	13.983	14.805	0.822	11.1661092	0.0000723	6009.07347	0.439	0.069	4.855	0.153	1.519	-99.99	SMC114.1.12270	SMC725.21.15	HV2063	
OGLE-SMC-CEP-3977	1	16.936125	-73.190083	16.190	16.768	0.578	1.5427536	0.0000045	6000.59757	0.246	0.151	4.740	0.054	3.821	-99.99	SMC111.3.12630	SMC726.10.13781	-99.99	
OGLE-SMC-CEP-3978	F	16.939455	-73.741806	13.783	14.512	0.729	11.9831215	0.0000747	6003.56450	0.546	0.234	4.409	0.102	5.958	-99.99	SMC112.4.9	SMC726.02.4	HV857	
OGLE-SMC-CEP-3979	1	16.943745	-72.374000	15.153	15.714	0.561	2.8784486	0.0000184	6000.55220	0.238	0.119	3.828	0.044	6.188	SMC_SC11_87074	SMC113.1.26544	SMC725.04.16284	HV11491	
OGLE-SMC-CEP-3980	F	16.950840	-73.440000	16.451	16.998	0.547	1.8883627	0.0000100	6001.87650	0.753	0.539	4.542	0.361	2.824	-99.99	SMC111.2.2156	SMC733.25.6821	-99.99	
OGLE-SMC-CEP-3981	1	16.951290	-71.507361	15.870	-99.99	-99.99	1.8071463	0.0000142	6000.95607	0.316	0.163	4.687	0.046	4.159	-99.99	SMC114.3.7690	SMC725.28.834D	-99.99	
OGLE-SMC-CEP-3982	1	16.960380	-72.848028	15.541	16.279	0.738	2.7044066	0.0000198	6000.45345	0.117	0.068	5.530	0.000	-99.99	SMC_SC11_70020	SMC110.2.6957	SMC726.19.17067	-99.99	secondary period 2.302927 d
OGLE-SMC-CEP-3983	1	16.960545	-71.550972	15.397	15.939	0.542	2.4202287	0.0000255	6000.98912	0.228	0.075	4.055	0.000	-99.99	-99.99	SMC114.3.7692	SMC725.28.35	-99.99	
OGLE-SMC-CEP-3984	12	16.961295	-71.764167	17.221	17.681	0.460	0.7014240	0.0000019	6000.16886	0.306	0.235	3.825	0.085	2.004	-99.99	SMC114.1.12648	SMC725.20.733D	-99.99	
OGLE-SMC-CEP-3985	F	16.962870	-71.521306	14.144	14.941	0.797	12.1552601	0.0001034	6007.33570	0.473	0.175	5.210	0.120	2.531	-99.99	SMC114.3.7651	SMC725.28.12	HV856	
OGLE-SMC-CEP-3986	F	16.964460	-72.957639	16.792	17.473	0.681	1.6399441	0.0000021	6001.09360	0.555	0.475	4.228	0.340	2.304	SMC_SC11_66500	SMC110.1.16638	SMC726.19.17401	-99.99	
OGLE-SMC-CEP-3987	1	16.972665	-73.534833	14.803	15.467	0.664	3.3690761	0.0000196	6003.15618	0.233	0.148	4.110	0.086	0.887	-99.99	SMC111.1.8620	SMC726.02.8887	HV2037	secondary period 2.138470 d
OGLE-SMC-CEP-3988	F	16.974375	-71.838278	16.953	17.575	0.622	1.3688456	0.0000022	6000.16748	0.403	0.432	4.214	0.265	2.143	-99.99	SMC114.1.12654	SMC725.20.256	-99.99	
OGLE-SMC-CEP-3989	1	16.982460	-72.234222	17.214	17.739	0.525	0.8156215	0.0000012	6000.51963	0.411	0.336	4.188	0.093	2.158	SMC_SC11_93848	SMC113.2.9061	SMC725.03.14911	-99.99	
