# Date:     2022-12-06 07:19:44
# Database: ocvs
# Target:   smc_rrlyr
# Query:    TRUE 
# Objects:  6786
# Columns:
# ID	Type	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-SMC-RRLYR-5643	RRab	23.576085	-73.878528	19.032	19.681	0.649	0.62662060	0.00000210	6000.43786	0.374	0.443	4.497	0.281	3.075	-99.99	-99.99	SMC739.28.1552	-99.99	
OGLE-SMC-RRLYR-5644	RRab	23.584710	-73.305250	18.921	19.571	0.650	0.65722370	0.00000430	6000.12066	0.259	0.312	4.586	0.182	2.927	-99.99	-99.99	SMC738.12.287	-99.99	
OGLE-SMC-RRLYR-5645	RRab	23.595660	-71.784306	19.029	19.646	0.617	0.64147610	0.00000210	6000.22252	0.359	0.368	4.374	0.270	3.003	-99.99	-99.99	SMC737.22.255	-99.99	
OGLE-SMC-RRLYR-5646	RRab	23.597370	-73.600222	18.942	19.588	0.646	0.70975850	0.00000240	6000.36029	0.391	0.468	4.688	0.252	3.348	-99.99	-99.99	SMC738.04.2072	-99.99	
OGLE-SMC-RRLYR-5647	RRab	23.607375	-75.652639	19.022	19.667	0.645	0.57697920	0.00000220	6000.45356	0.497	0.445	4.144	0.300	2.332	-99.99	-99.99	SMC740.10.1085	-99.99	
OGLE-SMC-RRLYR-5648	RRc	23.637840	-76.052111	15.981	16.466	0.485	0.35031300	0.00000030	6000.24979	0.254	0.099	5.236	0.069	4.519	-99.99	-99.99	SMC740.02.1593	-99.99	
OGLE-SMC-RRLYR-5649	RRab	23.651745	-69.580056	18.724	19.414	0.690	0.60629870	0.00000580	6000.43380	0.483	0.386	4.509	0.241	2.641	-99.99	-99.99	SMC812.14.489	-99.99	
OGLE-SMC-RRLYR-5650	RRab	23.656830	-64.124917	16.755	17.317	0.562	0.72966760	0.00000190	6000.21546	0.432	0.474	4.664	0.296	3.175	-99.99	-99.99	SMC816.26.26	-99.99	
OGLE-SMC-RRLYR-5651	RRab	23.670870	-68.807278	16.751	17.293	0.542	0.63372090	0.00000130	6000.17981	0.519	0.387	4.193	0.380	2.359	-99.99	-99.99	SMC813.05.39	-99.99	
OGLE-SMC-RRLYR-5652	RRab	23.672790	-75.798833	18.966	19.600	0.634	0.57289960	0.00000070	6000.35654	0.634	0.391	4.213	0.363	2.126	-99.99	-99.99	SMC740.10.229	-99.99	
OGLE-SMC-RRLYR-5653	RRab	23.675670	-74.820444	19.043	19.689	0.646	0.70082810	0.00000270	6000.26594	0.395	0.441	4.575	0.280	3.176	-99.99	-99.99	SMC739.03.1288	-99.99	
OGLE-SMC-RRLYR-5654	RRc	23.683245	-68.774389	14.815	15.102	0.287	0.29693870	0.00000080	6000.04575	0.173	0.090	4.909	0.000	-99.99	-99.99	-99.99	SMC813.05.10	-99.99	
OGLE-SMC-RRLYR-5655	RRab	23.689035	-74.529083	18.889	-99.99	-99.99	0.59090150	0.00000250	6000.48419	0.665	0.426	4.345	0.334	2.134	-99.99	-99.99	SMC739.11.269	-99.99	
OGLE-SMC-RRLYR-5656	RRab	23.694840	-75.217472	19.247	19.837	0.590	0.59445650	0.00000170	6000.40184	0.506	0.510	4.487	0.333	2.729	-99.99	-99.99	SMC740.26.234	-99.99	
OGLE-SMC-RRLYR-5657	RRab	23.699250	-76.645750	19.188	19.725	0.537	0.50817410	0.00000190	6000.07771	0.781	0.530	4.248	0.386	2.109	-99.99	-99.99	SMC829.19.643	-99.99	
OGLE-SMC-RRLYR-5658	RRab	23.722245	-72.653889	19.186	19.779	0.593	0.57392540	0.00000180	6000.39937	0.489	0.467	4.275	0.273	2.415	-99.99	-99.99	SMC738.28.1992	-99.99	
OGLE-SMC-RRLYR-5659	RRab	23.722710	-75.565111	19.085	19.692	0.607	0.53564390	0.00000070	6000.17063	0.725	0.497	4.032	0.363	1.976	-99.99	-99.99	SMC740.18.342	-99.99	
OGLE-SMC-RRLYR-5660	RRab	23.723505	-73.751389	19.381	19.943	0.562	0.54408880	0.00000300	6000.51401	0.552	0.398	4.298	0.276	2.244	-99.99	-99.99	SMC739.27.1598	-99.99	
OGLE-SMC-RRLYR-5661	RRab	23.723745	-71.027028	19.213	19.698	0.485	0.54504510	0.00000080	6000.45035	0.795	0.488	4.187	0.363	2.259	-99.99	-99.99	SMC736.05.1535	-99.99	
OGLE-SMC-RRLYR-5662	RRab	23.745330	-68.380722	18.437	18.986	0.549	0.72078750	0.00000820	6000.03660	0.349	0.389	4.444	0.186	3.018	-99.99	-99.99	SMC813.12.86	-99.99	
OGLE-SMC-RRLYR-5663	RRc	23.746665	-71.563389	19.178	19.514	0.336	0.29784160	0.00000070	6000.09417	0.356	0.255	4.418	0.084	2.646	-99.99	-99.99	SMC737.29.242	-99.99	
OGLE-SMC-RRLYR-5664	RRab	23.751630	-70.066889	19.152	19.705	0.553	0.58631620	0.00000310	6000.07417	0.482	0.361	4.186	0.217	2.253	-99.99	-99.99	SMC736.30.1527	-99.99	
OGLE-SMC-RRLYR-5665	RRab	23.752170	-77.350694	17.875	18.337	0.462	0.54842340	0.00000290	6000.34776	0.445	0.375	3.906	0.134	1.944	-99.99	-99.99	SMC829.02.90	-99.99	
OGLE-SMC-RRLYR-5666	RRab	23.755380	-75.816667	19.127	19.713	0.586	0.55984790	0.00000210	6000.44755	0.505	0.409	4.164	0.206	2.144	-99.99	-99.99	SMC740.09.235	-99.99	
OGLE-SMC-RRLYR-5667	RRab	23.762160	-73.478111	19.141	19.832	0.691	0.65531650	0.00000430	6000.24428	0.242	0.366	4.505	0.217	3.615	-99.99	-99.99	SMC738.03.1765	-99.99	
OGLE-SMC-RRLYR-5668	RRab	23.768340	-75.522000	19.190	19.827	0.637	0.69213770	0.00000290	6000.68024	0.434	0.399	4.692	0.320	3.034	-99.99	-99.99	SMC740.18.445	-99.99	
OGLE-SMC-RRLYR-5669	RRab	23.779290	-72.295417	19.155	19.694	0.539	0.54962910	0.00000200	6000.47941	0.572	0.368	4.199	0.262	1.988	-99.99	-99.99	SMC737.04.1507	-99.99	
OGLE-SMC-RRLYR-5670	RRab	23.783910	-70.545806	19.614	19.457	-0.157	0.63654580	0.00000310	6000.12628	0.524	0.330	4.642	0.217	2.827	-99.99	-99.99	SMC736.22.309	-99.99	
OGLE-SMC-RRLYR-5671	RRab	23.797005	-76.162528	19.008	19.657	0.649	0.57900660	0.00000280	6000.36714	0.413	0.314	4.091	0.273	2.004	-99.99	-99.99	SMC740.01.202	-99.99	
OGLE-SMC-RRLYR-5672	RRd	23.798370	-72.138389	18.972	19.472	0.500	0.39054210	0.00000110	6000.34509	0.287	0.210	5.131	0.081	3.849	-99.99	-99.99	SMC737.12.200	-99.99	
OGLE-SMC-RRLYR-5673	RRab	23.802420	-75.627639	18.864	19.460	0.596	0.59397690	0.00000170	6000.51773	0.502	0.400	4.165	0.292	2.065	-99.99	-99.99	SMC740.09.992	-99.99	
OGLE-SMC-RRLYR-5674	RRab	23.811465	-74.812361	19.249	19.814	0.565	0.62598950	0.00000280	6000.21528	0.409	0.405	4.409	0.271	2.895	-99.99	-99.99	SMC739.02.1875	-99.99	
OGLE-SMC-RRLYR-5675	RRab	23.831085	-75.332361	19.141	19.701	0.560	0.52173550	0.00000300	6000.13057	0.496	0.256	3.736	0.068	2.852	-99.99	-99.99	SMC740.18.1751	-99.99	
OGLE-SMC-RRLYR-5676	RRab	23.844285	-71.538722	19.040	19.584	0.544	0.58201410	0.00000290	6000.05328	0.428	0.360	4.294	0.229	2.123	-99.99	-99.99	SMC737.29.156	-99.99	
OGLE-SMC-RRLYR-5677	RRab	23.847585	-74.857639	19.150	19.771	0.621	0.62915010	0.00000310	6000.09448	0.300	0.407	4.691	0.186	3.191	-99.99	-99.99	SMC739.02.643	-99.99	
OGLE-SMC-RRLYR-5678	RRd	23.855085	-72.889722	19.298	19.810	0.512	0.37077480	0.00000170	6000.21991	0.263	0.118	4.739	0.122	3.862	-99.99	-99.99	SMC738.20.1815	-99.99	
OGLE-SMC-RRLYR-5679	RRc	23.856465	-69.536583	19.123	19.472	0.349	0.34032180	0.00000170	6000.33147	0.354	0.189	4.974	0.000	-99.99	-99.99	-99.99	SMC812.13.622	-99.99	
OGLE-SMC-RRLYR-5680	RRd	23.869380	-70.488528	18.889	19.336	0.447	0.36935350	0.00000120	6000.34542	0.252	0.102	5.288	0.074	3.218	-99.99	-99.99	SMC736.22.1081	-99.99	
OGLE-SMC-RRLYR-5681	RRab	23.875380	-72.522167	18.698	19.236	0.538	0.53442590	0.00000100	6000.52138	0.553	0.408	4.133	0.246	2.159	-99.99	-99.99	SMC738.28.1982	-99.99	
OGLE-SMC-RRLYR-5682	RRc	23.879880	-74.398583	14.314	14.766	0.452	0.31610400	0.00000010	6000.04882	0.244	0.107	4.778	0.074	4.000	-99.99	-99.99	SMC739.10.1146	-99.99	
OGLE-SMC-RRLYR-5683	RRd	23.882715	-74.585861	18.869	19.412	0.543	0.36293030	0.00000110	6000.30531	0.258	0.173	4.973	0.108	3.545	-99.99	-99.99	SMC739.10.184	-99.99	
OGLE-SMC-RRLYR-5684	RRab	23.883960	-74.272472	19.070	19.659	0.589	0.57050470	0.00000080	6000.14083	0.585	0.461	4.200	0.394	2.341	-99.99	-99.99	SMC739.19.223	-99.99	
OGLE-SMC-RRLYR-5685	RRab	23.886090	-72.872944	19.280	19.879	0.599	0.56594230	0.00000280	6000.41015	0.400	0.311	4.397	0.213	2.233	-99.99	-99.99	SMC738.20.1835	-99.99	
OGLE-SMC-RRLYR-5686	RRab	23.892375	-70.302861	18.934	19.598	0.664	0.63874350	0.00000390	6000.39727	0.227	0.384	4.408	0.192	3.228	-99.99	-99.99	SMC736.30.120	-99.99	
OGLE-SMC-RRLYR-5687	RRab	23.894670	-73.741583	18.925	19.461	0.536	0.54220690	0.00000090	6000.20376	0.568	0.469	4.137	0.371	1.977	-99.99	-99.99	SMC738.03.167	-99.99	
OGLE-SMC-RRLYR-5688	RRab	23.900670	-76.339528	19.114	19.689	0.575	0.57510250	0.00000280	6000.10531	0.474	0.383	4.197	0.279	2.156	-99.99	-99.99	MBR105.16.3222	-99.99	
OGLE-SMC-RRLYR-5689	RRab	23.911965	-74.615139	19.121	19.799	0.678	0.58814140	0.00000150	6000.38830	0.559	0.521	4.292	0.371	2.412	-99.99	-99.99	SMC739.10.294	-99.99	
OGLE-SMC-RRLYR-5690	RRab	23.919585	-72.234389	19.047	19.629	0.582	0.58197540	0.00000270	6000.11830	0.420	0.372	4.062	0.205	1.556	-99.99	-99.99	SMC737.04.1549	-99.99	
OGLE-SMC-RRLYR-5691	RRab	23.928375	-71.268722	18.814	19.454	0.640	0.73560760	0.00000380	6000.71853	0.303	0.333	4.638	0.190	3.377	-99.99	-99.99	SMC736.05.166	-99.99	
OGLE-SMC-RRLYR-5692	RRab	23.928840	-73.278778	18.932	19.611	0.679	0.62776320	0.00000290	6000.36585	0.389	0.407	4.402	0.275	2.753	-99.99	-99.99	SMC738.11.1525	-99.99	
OGLE-SMC-RRLYR-5693	RRab	23.953500	-72.318194	19.181	19.783	0.602	0.56828320	0.00000190	6000.46833	0.539	0.520	4.309	0.346	2.723	-99.99	-99.99	SMC737.04.1495	-99.99	
OGLE-SMC-RRLYR-5694	RRab	23.961915	-75.099889	19.166	19.823	0.657	0.61176230	0.00000300	6000.23493	0.394	0.446	4.335	0.295	2.745	-99.99	-99.99	SMC740.26.979	-99.99	
OGLE-SMC-RRLYR-5695	RRab	23.963160	-73.517500	19.377	19.976	0.599	0.57898840	0.00000150	6000.33224	0.675	0.364	4.056	0.351	2.018	-99.99	-99.99	SMC738.03.1966	-99.99	
OGLE-SMC-RRLYR-5696	RRab	23.973840	-74.416389	19.102	19.695	0.593	0.59478170	0.00000170	6000.07846	0.498	0.445	4.244	0.333	2.393	-99.99	-99.99	SMC739.10.1357	-99.99	
OGLE-SMC-RRLYR-5697	RRab	23.984505	-69.658778	18.671	19.264	0.593	0.62351830	0.00000270	6000.42063	0.499	0.351	4.349	0.312	2.325	-99.99	-99.99	SMC812.13.193	-99.99	
OGLE-SMC-RRLYR-5698	RRab	23.987085	-79.278944	18.163	18.709	0.546	0.56622370	0.00000620	6000.35446	0.517	0.428	4.394	0.187	2.329	-99.99	-99.99	SMC827.11.833	-99.99	
OGLE-SMC-RRLYR-5699	RRd	23.987130	-71.764556	19.156	19.711	0.555	0.39704170	0.00000200	6000.09114	0.249	0.273	5.311	0.102	3.372	-99.99	-99.99	SMC737.21.384	-99.99	
OGLE-SMC-RRLYR-5700	RRab	23.992995	-77.670083	19.079	19.806	0.727	0.63504410	0.00001450	6000.46145	0.342	0.529	4.436	0.256	3.375	-99.99	-99.99	SMC828.27.177	-99.99	
OGLE-SMC-RRLYR-5701	RRab	24.002205	-70.390333	19.075	19.647	0.572	0.62759060	0.00000270	6000.13562	0.408	0.428	4.223	0.316	2.505	-99.99	-99.99	SMC736.22.1134	-99.99	
OGLE-SMC-RRLYR-5702	RRab	24.003840	-74.909139	19.134	19.782	0.648	0.58427360	0.00000120	6000.31516	0.572	0.423	4.118	0.361	2.448	-99.99	-99.99	SMC739.02.588	-99.99	
OGLE-SMC-RRLYR-5703	RRab	24.008745	-71.220222	19.089	19.686	0.597	0.59041730	0.00000190	6000.15993	0.457	0.433	4.368	0.298	2.667	-99.99	-99.99	SMC736.05.186	-99.99	
OGLE-SMC-RRLYR-5704	RRab	24.012540	-78.173444	18.849	19.489	0.640	0.48900610	0.00000240	6000.02170	0.648	0.480	4.006	0.284	1.923	-99.99	-99.99	SMC828.10.759	-99.99	
OGLE-SMC-RRLYR-5705	RRab	24.036000	-79.025556	18.976	19.768	0.792	0.57136960	0.00000640	6000.26877	0.461	0.441	4.481	0.174	2.093	-99.99	-99.99	SMC827.20.981	-99.99	
OGLE-SMC-RRLYR-5706	RRd	24.036165	-71.811111	19.179	19.661	0.482	0.36588380	0.00000180	6000.17567	0.260	0.233	5.148	0.000	-99.99	-99.99	-99.99	SMC737.21.222	-99.99	
OGLE-SMC-RRLYR-5707	RRab	24.041160	-70.200917	18.844	19.533	0.689	0.72921280	0.00000530	6000.30611	0.261	0.273	4.819	0.119	3.084	-99.99	-99.99	SMC736.30.167	-99.99	
OGLE-SMC-RRLYR-5708	RRab	24.051750	-72.838222	19.247	19.783	0.536	0.56523590	0.00000090	6000.46789	0.680	0.371	4.091	0.377	2.051	-99.99	-99.99	SMC738.20.1879	-99.99	
OGLE-SMC-RRLYR-5709	RRab	24.057285	-72.997056	19.042	19.660	0.618	0.59403010	0.00000100	6000.15624	0.575	0.462	4.141	0.389	2.271	-99.99	-99.99	SMC738.20.293	-99.99	
OGLE-SMC-RRLYR-5710	RRab	24.073245	-71.563194	19.125	19.671	0.546	0.58833470	0.00000130	6000.27364	0.583	0.398	4.168	0.328	2.005	-99.99	-99.99	SMC737.29.148	-99.99	
OGLE-SMC-RRLYR-5711	RRab	24.079755	-75.067417	19.159	19.717	0.558	0.53833680	0.00000100	6000.20575	0.736	0.419	4.085	0.401	2.035	-99.99	-99.99	SMC740.26.994	-99.99	
OGLE-SMC-RRLYR-5712	RRab	24.096285	-72.087222	18.584	19.498	0.914	0.60309400	0.00000150	6000.19987	0.360	0.445	4.254	0.347	2.743	-99.99	-99.99	SMC737.12.230	-99.99	
OGLE-SMC-RRLYR-5713	RRab	24.101880	-73.333556	19.006	19.644	0.638	0.64849730	0.00000300	6000.36477	0.353	0.493	4.398	0.301	2.903	-99.99	-99.99	SMC738.11.269	-99.99	
OGLE-SMC-RRLYR-5714	RRd	24.102090	-77.794306	19.113	19.607	0.494	0.36539330	0.00000350	6000.16120	0.295	0.466	4.791	0.000	-99.99	-99.99	-99.99	SMC828.19.835	-99.99	
OGLE-SMC-RRLYR-5715	RRab	24.109245	-74.780444	18.607	19.215	0.608	0.62736920	0.00000130	6000.03094	0.547	0.452	4.304	0.351	2.452	-99.99	-99.99	SMC739.02.1744	-99.99	
OGLE-SMC-RRLYR-5716	RRab	24.121335	-70.540833	19.155	19.675	0.520	0.55446440	0.00000110	6000.30940	0.662	0.439	4.095	0.325	2.280	-99.99	-99.99	SMC736.21.290	-99.99	
OGLE-SMC-RRLYR-5717	RRab	24.128370	-72.657556	18.991	19.548	0.557	0.65521170	0.00000200	6000.48456	0.434	0.406	4.413	0.347	2.919	-99.99	-99.99	SMC738.28.1870	-99.99	
OGLE-SMC-RRLYR-5718	RRab	24.133035	-72.017306	19.165	19.795	0.630	0.57292120	0.00000250	6000.16873	0.461	0.428	4.233	0.301	2.509	-99.99	-99.99	SMC737.12.1590	-99.99	
OGLE-SMC-RRLYR-5719	RRab	24.145005	-73.234306	19.144	19.765	0.621	0.60170740	0.00000140	6000.27681	0.469	0.424	4.442	0.338	2.751	-99.99	-99.99	SMC738.11.1578	-99.99	
OGLE-SMC-RRLYR-5720	RRab	24.157125	-77.360000	16.302	16.925	0.623	0.64564610	0.00000210	6000.14738	0.594	0.558	4.420	0.363	2.763	-99.99	-99.99	SMC829.01.32	-99.99	
OGLE-SMC-RRLYR-5721	RRab	24.172335	-76.278694	19.119	19.650	0.531	0.52919120	0.00000170	6000.12117	0.649	0.491	4.112	0.271	2.130	-99.99	-99.99	MBR105.16.3352	-99.99	
OGLE-SMC-RRLYR-5722	RRc	24.174165	-70.193778	19.201	19.646	0.445	0.36414390	0.00000150	6000.24573	0.265	0.141	4.693	0.000	-99.99	-99.99	-99.99	SMC736.29.952	-99.99	
OGLE-SMC-RRLYR-5723	RRab	24.177915	-73.575889	18.856	19.326	0.470	0.50850830	0.00000150	6000.11816	0.690	0.462	4.207	0.276	2.002	-99.99	-99.99	SMC738.03.1661	-99.99	
OGLE-SMC-RRLYR-5724	RRab	24.179790	-76.851250	18.779	19.381	0.602	0.63603840	0.00000580	6000.22076	0.497	0.409	4.464	0.323	2.424	-99.99	-99.99	SMC829.09.752	-99.99	
OGLE-SMC-RRLYR-5725	RRab	24.194415	-78.950861	15.580	16.142	0.562	0.57096690	0.00000990	6000.41939	0.502	0.399	4.342	0.303	2.802	-99.99	-99.99	SMC827.28.20	BK Hyi	
OGLE-SMC-RRLYR-5726	RRab	24.200955	-73.486111	19.105	19.660	0.555	0.57006950	0.00000100	6000.13600	0.787	0.448	4.192	0.339	2.041	-99.99	-99.99	SMC738.03.1755	-99.99	
OGLE-SMC-RRLYR-5727	RRab	24.207210	-72.528333	19.017	19.609	0.592	0.63409900	0.00000250	6000.54490	0.430	0.453	4.277	0.320	2.505	-99.99	-99.99	SMC738.27.1707	-99.99	
OGLE-SMC-RRLYR-5728	RRab	24.218295	-71.559000	19.154	19.731	0.577	0.58528660	0.00000090	6000.33855	0.587	0.438	4.255	0.412	2.527	-99.99	-99.99	SMC737.28.165	-99.99	
OGLE-SMC-RRLYR-5729	RRab	24.227415	-70.307361	19.202	19.743	0.541	0.52124110	0.00000070	6000.08070	0.744	0.415	4.063	0.351	1.959	-99.99	-99.99	SMC736.29.183	-99.99	
OGLE-SMC-RRLYR-5730	RRc	24.230295	-74.655833	16.416	16.859	0.443	0.32308210	0.00000030	6000.16079	0.342	0.212	4.567	0.089	2.660	-99.99	-99.99	SMC739.10.24	-99.99	
OGLE-SMC-RRLYR-5731	RRab	24.249540	-69.728444	19.062	19.738	0.676	0.57802000	0.00000660	6000.23123	0.452	0.413	3.943	0.325	2.369	-99.99	-99.99	SMC812.12.130	-99.99	
OGLE-SMC-RRLYR-5732	RRab	24.251910	-71.779667	18.840	19.443	0.603	0.63495990	0.00000170	6000.39527	0.416	0.409	4.288	0.331	2.569	-99.99	-99.99	SMC737.20.237	-99.99	
OGLE-SMC-RRLYR-5733	RRab	24.264915	-72.456056	18.998	19.601	0.603	0.60228190	0.00000150	6000.19230	0.417	0.437	4.300	0.259	2.691	-99.99	-99.99	SMC737.03.186	-99.99	
OGLE-SMC-RRLYR-5734	RRab	24.276705	-73.532139	19.055	19.640	0.585	0.53875020	0.00000170	6000.43166	0.466	0.437	4.191	0.236	2.136	-99.99	-99.99	SMC738.02.1780	-99.99	
OGLE-SMC-RRLYR-5735	RRab	24.279210	-73.544556	19.213	19.850	0.637	0.59060830	0.00000130	6000.25221	0.504	0.477	4.292	0.352	2.599	-99.99	-99.99	SMC738.02.1915	-99.99	
OGLE-SMC-RRLYR-5736	RRab	24.321660	-71.848556	19.063	19.612	0.549	0.59552110	0.00000100	6000.21267	0.579	0.455	4.195	0.368	2.470	-99.99	-99.99	SMC737.20.180	-99.99	
OGLE-SMC-RRLYR-5737	RRd	24.322080	-70.690472	19.110	19.577	0.467	0.37402900	0.00000150	6000.17400	0.299	0.165	4.874	0.000	-99.99	-99.99	-99.99	SMC736.12.1062	-99.99	
OGLE-SMC-RRLYR-5738	RRab	24.328920	-72.513278	19.048	19.630	0.582	0.57943070	0.00000100	6000.14831	0.538	0.447	4.182	0.309	2.235	-99.99	-99.99	SMC737.03.155	-99.99	
OGLE-SMC-RRLYR-5739	RRc	24.354285	-72.600944	19.156	19.551	0.395	0.30772790	0.00000070	6000.27154	0.377	0.327	4.829	0.073	2.732	-99.99	-99.99	SMC738.27.1648	-99.99	
OGLE-SMC-RRLYR-5740	RRab	24.355875	-78.470722	18.908	19.668	0.760	0.57054940	0.00000610	6000.32577	0.562	0.432	4.521	0.285	2.629	-99.99	-99.99	SMC828.02.747	-99.99	
OGLE-SMC-RRLYR-5741	RRab	24.359535	-75.128167	18.788	19.331	0.543	0.58810280	0.00000300	6000.05204	0.488	0.399	4.259	0.267	2.510	-99.99	-99.99	MBR104.16.240	-99.99	
OGLE-SMC-RRLYR-5742	RRab	24.362085	-74.122306	19.345	20.049	0.704	0.61257690	0.00000350	6000.57508	0.498	0.465	4.288	0.386	2.414	-99.99	-99.99	SMC739.18.1449	-99.99	
OGLE-SMC-RRLYR-5743	RRab	24.362745	-76.717528	18.888	19.487	0.599	0.62752880	0.00000440	6000.32510	0.402	0.447	4.368	0.287	2.433	-99.99	-99.99	MBR105.07.175	-99.99	
OGLE-SMC-RRLYR-5744	RRab	24.374340	-74.595833	19.401	20.056	0.655	0.62322130	0.00000200	6000.09498	0.422	0.408	4.416	0.323	2.571	-99.99	-99.99	SMC739.09.347	-99.99	
OGLE-SMC-RRLYR-5745	RRc	24.378285	-76.056694	16.965	17.400	0.435	0.40595850	0.00000180	6000.13741	0.248	0.072	5.645	0.052	2.398	-99.99	-99.99	MBR105.24.50	-99.99	
OGLE-SMC-RRLYR-5746	RRab	24.386535	-67.667583	18.953	19.464	0.511	0.55868590	0.00000170	6000.15409	0.737	0.431	4.240	0.359	1.790	-99.99	-99.99	SMC813.28.733	-99.99	
OGLE-SMC-RRLYR-5747	RRc	24.388410	-65.896250	13.972	14.259	0.287	0.29100750	0.00000050	6000.09686	0.332	0.348	4.223	0.103	2.398	-99.99	-99.99	SMC815.08.384	-99.99	
OGLE-SMC-RRLYR-5748	RRab	24.397665	-75.013917	19.044	19.632	0.588	0.55504200	0.00000440	6000.06590	0.388	0.290	4.034	0.193	2.022	-99.99	-99.99	MBR104.16.1723	-99.99	
OGLE-SMC-RRLYR-5749	RRab	24.399165	-74.679778	19.128	19.506	0.378	0.42648850	0.00000160	6000.13959	0.689	0.473	4.079	0.274	2.406	-99.99	-99.99	MBR104.25.2410	-99.99	
OGLE-SMC-RRLYR-5750	RRab	24.415035	-72.940750	19.244	19.826	0.582	0.54031340	0.00000200	6000.49081	0.443	0.390	4.123	0.254	1.997	-99.99	-99.99	SMC738.19.1556	-99.99	
OGLE-SMC-RRLYR-5751	RRab	24.419580	-74.947528	19.153	19.730	0.577	0.57555840	0.00000100	6000.37210	0.675	0.439	4.153	0.359	2.036	-99.99	-99.99	SMC739.01.287	-99.99	
OGLE-SMC-RRLYR-5752	RRab	24.437535	-71.649028	19.187	19.699	0.512	0.52273190	0.00000120	6000.08422	0.696	0.430	4.092	0.315	2.083	-99.99	-99.99	SMC737.20.1572	-99.99	
OGLE-SMC-RRLYR-5753	RRab	24.453750	-74.110833	19.158	19.821	0.663	0.58883650	0.00000270	6000.27714	0.449	0.417	4.412	0.236	2.416	-99.99	-99.99	SMC739.18.1324	-99.99	
OGLE-SMC-RRLYR-5754	RRd	24.456705	-74.894028	18.908	19.475	0.567	0.38579300	0.00000120	6000.31220	0.284	0.199	5.215	0.000	-99.99	-99.99	-99.99	SMC739.01.201	-99.99	
OGLE-SMC-RRLYR-5755	RRab	24.457500	-70.479944	18.879	19.403	0.524	0.57951580	0.00000070	6000.25157	0.703	0.469	4.190	0.353	2.236	-99.99	-99.99	SMC736.21.1053	-99.99	
OGLE-SMC-RRLYR-5756	RRab	24.476295	-75.607694	19.119	19.686	0.567	0.57967150	0.00000330	6000.08697	0.446	0.412	4.241	0.220	2.075	-99.99	-99.99	SMC740.08.1487	-99.99	
OGLE-SMC-RRLYR-5757	RRab	24.478755	-72.695167	18.966	19.599	0.633	0.63240090	0.00000250	6000.41669	0.356	0.387	4.183	0.249	2.548	-99.99	-99.99	SMC738.27.239	-99.99	
OGLE-SMC-RRLYR-5758	RRab	24.483255	-75.845583	19.055	19.632	0.577	0.56589960	0.00000100	6000.56550	0.529	0.420	4.268	0.343	2.311	-99.99	-99.99	SMC740.08.282	-99.99	
OGLE-SMC-RRLYR-5759	RRd	24.522285	-74.919111	19.159	19.702	0.543	0.39952410	0.00000180	6000.35725	0.271	0.194	4.535	0.130	2.863	-99.99	-99.99	SMC739.01.325	-99.99	
OGLE-SMC-RRLYR-5760	RRc	24.532245	-76.923528	18.859	19.402	0.543	0.37130170	0.00000340	6000.18739	0.262	0.156	5.056	0.000	-99.99	-99.99	-99.99	SMC829.09.706	-99.99	
OGLE-SMC-RRLYR-5761	RRab	24.536205	-76.248250	18.745	19.366	0.621	0.64568500	0.00000580	6000.63752	0.282	0.333	4.551	0.181	3.028	-99.99	-99.99	MBR105.15.1341	-99.99	
OGLE-SMC-RRLYR-5762	RRab	24.542580	-72.708556	19.003	19.548	0.545	0.61599960	0.00000150	6000.33707	0.487	0.400	4.397	0.371	2.671	-99.99	-99.99	SMC738.27.233	-99.99	
OGLE-SMC-RRLYR-5763	RRc	24.548085	-68.569667	14.737	15.086	0.349	0.28684850	0.00000070	6000.14733	0.254	0.123	5.129	0.053	3.390	-99.99	-99.99	SMC813.03.652	-99.99	
OGLE-SMC-RRLYR-5764	RRab	24.568290	-75.100944	18.984	19.565	0.581	0.58463740	0.00000330	6000.30750	0.506	0.409	4.131	0.244	2.235	-99.99	-99.99	MBR104.16.1678	-99.99	
OGLE-SMC-RRLYR-5765	RRab	24.569625	-70.314222	19.226	19.736	0.510	0.60268180	0.00000230	6000.06440	0.464	0.402	4.369	0.353	2.483	-99.99	-99.99	SMC736.28.96	-99.99	
OGLE-SMC-RRLYR-5766	RRc	24.571005	-69.964222	19.306	19.622	0.316	0.28466970	0.00000300	6000.08181	0.277	0.249	4.234	0.000	-99.99	-99.99	-99.99	SMC812.04.200	-99.99	
OGLE-SMC-RRLYR-5767	RRab	24.571335	-75.563306	14.448	14.988	0.540	0.54888200	0.00000020	6000.09079	0.704	0.510	4.256	0.362	2.543	-99.99	-99.99	SMC740.17.2	SS Hyi	
OGLE-SMC-RRLYR-5768	RRab	24.574455	-78.397778	19.160	19.769	0.609	0.57192770	0.00000420	6000.05898	0.626	0.492	4.098	0.421	2.119	-99.99	-99.99	SMC828.02.800	-99.99	
OGLE-SMC-RRLYR-5769	RRd	24.582795	-71.162889	18.830	19.310	0.480	0.38735180	0.00000130	6000.25768	0.265	0.208	5.306	0.000	-99.99	-99.99	-99.99	SMC736.03.187	-99.99	
